test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude,quality_score
TEST_012062,airtel,5G,Mumbai,84.89,21.29,-86.24,53.77,2026-05-22,20.08382,69.241321,74.41
TEST_012069,vi,4G,Mumbai,11.98,8.08,-77.2,38.01,2026-04-25,18.747388,74.499821,71.14
TEST_012078,vi,5G,Mumbai,34.2,25.58,-93.85,39.65,2026-05-28,31.157214,75.064267,74.82
TEST_012081,jio,4G,Mumbai,29.73,7.75,-88.37,68.3,2026-03-19,15.435191,83.39995,48.84
TEST_012084,vi,4G,Mumbai,20.63,6.12,-90.71,48.74,2026-03-24,31.574821,87.023797,56.79
TEST_012101,airtel,4G,Mumbai,27.61,4.85,-89.48,41.63,2026-05-05,12.482953,77.45292,65.0
TEST_012117,jio,5G,Mumbai,100.36,32.02,-86.54,71.53,2026-05-09,30.260644,94.239946,72.7
TEST_012121,vi,5G,Mumbai,50.65,22.13,-75.83,46.25,2026-04-24,18.126714,78.371459,76.36
TEST_012131,jio,4G,Mumbai,33.0,8.77,-84.8,58.9,2026-05-13,12.392475,94.053578,55.66
TEST_012139,jio,4G,Mumbai,23.53,9.46,-104.16,40.31,2026-03-23,25.491241,84.51347,62.37
TEST_012149,vi,4G,Mumbai,10.55,8.03,-92.54,43.12,2026-04-12,9.784734,83.066975,59.75
TEST_012150,vi,5G,Mumbai,38.99,18.4,-75.74,91.61,2026-05-03,32.591676,83.143675,51.71
TEST_012158,jio,5G,Mumbai,41.3,18.75,-65.16,47.6,2026-05-10,26.105559,90.930375,75.44
TEST_012186,vi,4G,Mumbai,24.26,5.54,-114.47,40.76,2026-05-05,21.37604,85.398699,57.15
TEST_012201,vi,5G,Mumbai,65.38,20.25,-84.11,35.76,2026-03-20,20.843562,71.059136,88.28
TEST_012224,vi,4G,Mumbai,17.17,5.02,-75.75,54.46,2026-05-18,27.648664,81.888298,56.46
TEST_012227,airtel,4G,Mumbai,33.06,5.59,-86.85,36.96,2026-03-08,32.753066,85.545979,73.13
TEST_012235,airtel,4G,Mumbai,31.87,3.9,-101.43,35.3,2026-03-06,28.991177,78.554572,69.8
TEST_012236,vi,4G,Mumbai,21.83,8.66,-75.64,40.54,2026-04-22,20.605086,76.553864,70.94
TEST_012262,vi,4G,Mumbai,15.96,4.95,-91.64,41.63,2026-05-05,23.345213,90.269792,61.72
TEST_012299,jio,5G,Mumbai,97.81,26.79,-95.51,46.36,2026-03-26,35.671094,90.203295,81.9
TEST_012330,airtel,5G,Mumbai,85.53,4.82,-107.58,38.62,2026-04-05,10.189711,70.955158,75.42
TEST_012335,vi,4G,Mumbai,27.99,5.56,-79.7,41.66,2026-04-24,23.176058,80.573685,68.57
TEST_012338,airtel,5G,Mumbai,86.56,17.48,-73.32,53.02,2026-05-27,35.438826,85.985216,78.21
TEST_012349,jio,5G,Mumbai,63.51,13.15,-97.63,114.25,2026-04-30,20.858209,94.122009,43.73
TEST_012365,airtel,4G,Mumbai,14.47,9.0,-89.22,54.51,2026-03-20,18.310058,84.833403,52.78
TEST_012370,jio,5G,Mumbai,88.61,30.97,-88.19,50.18,2026-03-06,21.316476,94.230735,80.66
TEST_012379,jio,4G,Mumbai,22.66,9.83,-99.15,37.63,2026-03-25,35.757905,81.527667,67.34
TEST_012382,airtel,4G,Mumbai,13.48,3.51,-75.99,40.23,2026-04-18,11.941573,78.320428,67.46
TEST_012386,vi,4G,Mumbai,17.46,3.12,-83.8,60.96,2026-05-15,29.291583,72.65345,49.37
TEST_012400,vi,5G,Mumbai,45.25,12.06,-68.58,54.38,2026-05-26,25.496592,87.299927,67.71
TEST_012411,jio,4G,Mumbai,28.25,5.83,-96.74,54.77,2026-04-27,11.934686,90.962946,52.02
TEST_012447,vi,5G,Mumbai,43.01,24.72,-85.71,39.16,2026-03-16,13.713984,89.266191,79.78
TEST_012450,vi,4G,Mumbai,22.57,6.22,-90.75,47.06,2026-04-24,27.31392,69.35875,58.65
TEST_012455,vi,5G,Mumbai,43.72,22.09,-93.0,43.9,2026-04-26,16.393139,92.86009,71.3
TEST_012467,jio,4G,Mumbai,16.14,8.79,-84.25,37.02,2026-04-19,23.930964,89.773354,71.31
TEST_012480,vi,4G,Mumbai,18.31,5.74,-86.02,43.27,2026-03-20,27.672216,88.301634,62.67
TEST_012488,airtel,5G,Mumbai,31.04,15.94,-102.49,41.89,2026-04-11,27.21898,77.68628,65.17
TEST_012504,vi,5G,Mumbai,50.2,23.53,-88.09,46.13,2026-03-18,13.292125,74.899287,72.79
TEST_012531,airtel,4G,Mumbai,19.22,5.75,-108.8,91.32,2026-04-07,21.913103,76.005252,31.77
TEST_012533,airtel,4G,Mumbai,20.49,7.82,-108.36,56.92,2026-04-04,17.914442,78.014577,45.81
TEST_012551,airtel,4G,Mumbai,22.77,3.64,-60.0,41.16,2026-03-03,25.969923,72.472225,73.83
TEST_012568,vi,5G,Mumbai,42.38,19.65,-65.35,68.93,2026-05-11,8.187111,72.916557,63.39
TEST_012569,jio,4G,Mumbai,20.21,7.24,-97.13,66.24,2026-05-07,26.224475,71.416371,44.5
TEST_012574,vi,5G,Mumbai,78.17,20.32,-60.0,51.31,2026-05-11,11.7106,89.564185,83.02
TEST_012575,vi,5G,Mumbai,65.25,15.93,-64.62,41.61,2026-04-23,12.389426,90.737938,85.71
TEST_012587,vi,4G,Mumbai,16.54,6.43,-82.96,47.55,2026-03-20,25.770497,86.214917,59.56
TEST_012615,vi,5G,Mumbai,34.66,11.45,-73.81,38.95,2026-03-22,18.804426,79.376119,77.34
TEST_012623,airtel,5G,Mumbai,68.52,15.92,-79.35,35.1,2026-04-13,26.358954,94.745048,89.99
TEST_012648,jio,4G,Mumbai,32.43,6.19,-102.61,37.99,2026-05-14,8.68344,81.823139,66.56
TEST_012653,airtel,4G,Mumbai,25.91,6.59,-84.58,41.37,2026-03-12,12.702518,68.583694,67.17
TEST_012668,vi,4G,Mumbai,21.28,4.69,-88.23,113.2,2026-03-07,10.892879,73.429575,34.55
TEST_012670,vi,5G,Mumbai,36.52,19.69,-89.13,54.8,2026-03-25,30.017903,94.671561,61.41
TEST_012673,vi,5G,Mumbai,68.26,13.05,-93.92,47.5,2026-05-03,24.221066,74.962357,69.87
TEST_012686,airtel,4G,Mumbai,16.22,4.92,-79.28,38.59,2026-04-11,24.187714,95.565037,69.49
TEST_012693,airtel,4G,Mumbai,25.66,8.27,-70.26,54.44,2026-03-24,14.862495,88.589904,61.37
TEST_012695,jio,5G,Mumbai,49.79,27.24,-76.76,48.62,2026-03-28,11.341004,70.513587,75.7
TEST_012705,jio,4G,Mumbai,26.53,5.09,-71.11,89.58,2026-03-29,25.989211,69.543579,46.13
TEST_012715,vi,4G,Mumbai,16.37,5.06,-104.85,35.87,2026-04-12,26.926495,74.351815,64.78
TEST_012720,jio,5G,Mumbai,90.02,9.22,-96.77,39.25,2026-04-29,34.00834,94.328231,80.83
TEST_012725,airtel,5G,Mumbai,55.3,22.71,-90.26,38.98,2026-05-03,12.175766,89.696013,80.5
TEST_012731,airtel,5G,Mumbai,71.17,14.93,-76.14,86.51,2026-04-21,22.070732,94.94355,58.75
TEST_012734,jio,5G,Mumbai,98.87,27.21,-96.89,39.96,2026-03-16,8.251928,68.462462,88.43
TEST_012751,vi,4G,Mumbai,23.92,4.13,-79.26,37.65,2026-04-14,12.172207,68.324336,72.15
TEST_012767,airtel,4G,Mumbai,18.9,4.7,-94.94,38.59,2026-04-25,9.733309,94.318217,64.79
TEST_012769,vi,5G,Mumbai,38.6,13.54,-76.96,42.22,2026-04-06,8.933039,92.584602,74.13
TEST_012802,jio,5G,Mumbai,69.6,34.33,-85.45,37.52,2026-05-11,22.817669,94.940726,91.4
TEST_012803,vi,4G,Mumbai,10.61,7.52,-78.73,42.4,2026-05-12,19.685955,71.618293,64.93
TEST_012809,airtel,5G,Mumbai,23.72,18.15,-66.46,67.0,2026-04-02,23.091751,91.762399,59.13
TEST_012811,airtel,4G,Mumbai,15.81,7.22,-84.79,81.9,2026-03-21,31.514415,70.566614,42.0
TEST_012816,vi,5G,Mumbai,62.96,13.31,-83.05,49.24,2026-04-11,31.31376,88.274585,70.98
TEST_012837,jio,5G,Mumbai,128.21,24.09,-75.93,36.29,2026-04-08,18.517642,71.657521,105.63
TEST_012847,airtel,5G,Mumbai,66.98,32.46,-93.82,40.06,2026-04-30,12.082023,92.671509,84.14
TEST_012861,vi,5G,Mumbai,56.11,21.11,-89.04,44.84,2026-05-25,21.291935,78.042677,74.11
TEST_012867,jio,5G,Mumbai,102.56,30.7,-81.26,39.64,2026-04-10,9.539511,87.369199,96.11
TEST_012889,airtel,4G,Mumbai,29.74,5.53,-83.97,37.99,2026-03-02,23.41193,85.502919,71.94
TEST_012899,jio,4G,Mumbai,33.24,11.0,-83.76,40.7,2026-04-02,26.286336,80.972716,71.44
TEST_012912,airtel,5G,Mumbai,79.84,11.5,-114.62,40.69,2026-03-04,11.379038,93.88173,71.73
TEST_012916,airtel,5G,Mumbai,49.95,13.18,-60.0,54.95,2026-05-23,8.832652,79.855184,71.66
TEST_012918,jio,5G,Mumbai,55.61,23.97,-87.96,47.11,2026-03-28,23.118327,93.678487,73.34
TEST_012924,airtel,5G,Mumbai,111.54,20.92,-94.8,46.74,2026-03-24,10.849045,73.574419,82.73
TEST_012932,jio,5G,Mumbai,100.59,12.11,-60.0,60.98,2026-05-05,26.412886,93.571718,79.07
TEST_012943,airtel,4G,Mumbai,26.49,5.2,-77.06,36.12,2026-04-10,9.684381,74.813223,75.98
TEST_012956,jio,4G,Mumbai,12.75,6.09,-80.57,54.01,2026-05-15,12.061896,83.702596,54.55
TEST_012979,airtel,4G,Mumbai,11.34,8.98,-97.68,38.49,2026-04-21,15.474563,83.518043,63.87
TEST_012983,vi,5G,Mumbai,38.67,16.04,-79.3,66.93,2026-03-22,30.112992,86.689352,57.44
TEST_012993,airtel,5G,Mumbai,50.83,18.05,-77.79,36.39,2026-04-07,21.956573,87.065704,85.43
TEST_012996,jio,5G,Mumbai,70.32,31.96,-105.04,42.86,2026-03-09,11.013326,80.010592,77.85
TEST_013017,airtel,5G,Mumbai,88.05,32.14,-101.92,44.82,2026-05-20,35.859409,95.661977,80.95
TEST_013037,jio,5G,Mumbai,62.32,37.5,-60.0,43.23,2026-03-05,26.004001,84.09945,92.71
TEST_013053,jio,5G,Mumbai,92.42,32.86,-90.5,89.65,2026-04-21,20.294414,89.852497,64.41
TEST_013057,airtel,5G,Mumbai,52.12,16.68,-100.25,58.78,2026-03-20,23.622603,74.016671,57.7
TEST_013069,vi,4G,Mumbai,7.75,6.5,-77.66,35.5,2026-03-15,15.807682,88.192572,72.99
TEST_013071,vi,5G,Mumbai,26.79,18.13,-89.92,49.45,2026-04-29,25.418263,85.189675,62.22
TEST_013082,airtel,5G,Mumbai,46.09,19.23,-62.36,58.13,2026-03-28,11.6417,77.369055,70.28
TEST_013088,jio,5G,Mumbai,88.35,36.74,-80.24,43.04,2026-03-27,9.9633,94.993544,91.68
TEST_013089,jio,5G,Mumbai,82.76,21.39,-67.55,40.56,2026-05-28,22.920446,78.384052,91.8
TEST_013099,jio,4G,Mumbai,21.18,5.3,-85.49,51.8,2026-05-13,30.261915,88.350587,56.02
TEST_013110,jio,5G,Mumbai,66.8,28.55,-101.26,35.16,2026-05-18,17.07949,82.620869,86.8
TEST_013119,jio,5G,Mumbai,52.35,35.17,-85.66,38.65,2026-05-23,13.129789,93.681986,86.31
TEST_013122,airtel,4G,Mumbai,21.71,5.58,-73.03,36.77,2026-05-13,10.822325,91.781283,75.47
TEST_013126,jio,5G,Mumbai,109.38,25.56,-96.34,38.2,2026-04-01,34.067114,77.6928,92.55
TEST_013127,airtel,4G,Mumbai,19.24,5.8,-85.44,57.84,2026-03-26,27.216584,75.077212,51.9
TEST_013128,jio,5G,Mumbai,102.11,32.24,-83.59,44.79,2026-04-05,35.226292,91.440496,90.26
TEST_013130,vi,4G,Mumbai,26.43,6.44,-93.38,48.65,2026-03-26,21.985724,85.370807,57.38
TEST_013134,airtel,4G,Mumbai,27.47,7.4,-80.75,60.6,2026-04-15,12.776631,76.862027,54.36
TEST_013135,jio,4G,Mumbai,29.64,12.96,-91.68,58.7,2026-04-26,21.505823,93.888785,54.25
TEST_013137,jio,5G,Mumbai,84.66,13.6,-95.08,45.0,2026-03-24,11.931572,90.797985,75.58
TEST_013138,jio,5G,Mumbai,82.19,18.29,-85.91,46.5,2026-05-03,17.325469,70.174911,78.42
TEST_013156,jio,4G,Mumbai,11.68,7.74,-98.26,47.53,2026-04-23,29.571803,73.199551,53.87
TEST_013169,airtel,5G,Mumbai,80.99,28.52,-97.08,35.46,2026-04-08,28.127476,81.911947,90.89
TEST_013217,vi,5G,Mumbai,45.95,14.47,-60.0,59.56,2026-03-16,9.944622,91.148842,68.51
TEST_013223,vi,5G,Mumbai,75.78,20.61,-79.49,54.26,2026-03-16,28.420871,92.142512,74.06
TEST_013236,airtel,4G,Mumbai,15.28,8.06,-83.45,41.67,2026-05-12,31.792158,89.50454,65.38
TEST_013237,vi,4G,Mumbai,28.81,5.58,-104.52,39.1,2026-04-23,27.009482,95.046124,63.48
TEST_013241,airtel,5G,Mumbai,75.02,19.84,-81.16,38.81,2026-05-10,17.471912,83.383963,87.1
TEST_013264,jio,4G,Mumbai,28.78,8.95,-91.44,48.79,2026-03-30,25.77988,78.044001,59.35
TEST_013294,vi,4G,Mumbai,5.81,2.56,-111.65,59.61,2026-03-04,20.257843,77.234923,38.0
TEST_013300,vi,5G,Mumbai,47.09,18.3,-83.18,42.2,2026-04-24,15.684647,78.166424,75.7
TEST_013316,jio,5G,Mumbai,60.62,28.79,-63.31,40.33,2026-05-10,24.03617,75.224689,91.24
TEST_013334,jio,4G,Mumbai,34.5,8.47,-78.46,36.5,2026-05-25,25.746657,72.703929,77.94
TEST_013357,vi,5G,Mumbai,82.19,8.54,-90.25,42.26,2026-05-03,28.774888,93.468301,77.56
TEST_013367,jio,4G,Mumbai,19.62,6.91,-87.71,52.22,2026-05-25,34.753296,91.051365,55.22
TEST_013373,jio,4G,Mumbai,9.45,6.49,-84.83,62.49,2026-04-17,25.273525,74.124778,47.68
TEST_013377,airtel,5G,Mumbai,88.39,20.6,-89.09,44.29,2026-05-13,16.759631,69.486006,81.63
TEST_013383,airtel,5G,Mumbai,80.31,20.67,-80.57,39.57,2026-05-22,30.806508,90.898009,87.83
TEST_013395,jio,4G,Mumbai,36.57,10.96,-78.17,42.71,2026-04-17,16.58933,80.864693,71.82
TEST_013399,airtel,5G,Mumbai,112.19,25.14,-78.7,47.85,2026-03-09,21.401981,88.274725,88.82
TEST_013411,vi,4G,Mumbai,16.57,5.48,-73.34,47.95,2026-03-16,14.797875,80.388728,62.09
TEST_013425,airtel,4G,Mumbai,23.07,12.02,-60.65,35.59,2026-03-06,18.8963,90.585648,83.94
TEST_013430,jio,5G,Mumbai,113.12,29.37,-79.63,36.46,2026-04-30,27.733889,92.703315,102.7
TEST_013454,vi,5G,Mumbai,56.8,20.17,-70.46,40.62,2026-04-24,8.540651,95.643122,84.54
TEST_013457,vi,4G,Mumbai,27.37,7.77,-74.85,44.55,2026-04-09,35.468838,70.710896,67.87
TEST_013466,vi,4G,Mumbai,13.17,4.86,-103.04,65.69,2026-03-19,9.827786,79.386708,40.34
TEST_013472,jio,4G,Mumbai,31.23,9.6,-72.67,36.8,2026-03-26,13.900655,72.251742,79.13
TEST_013478,vi,5G,Mumbai,71.71,17.18,-75.53,45.89,2026-04-20,24.36744,89.995922,79.69
TEST_013482,vi,5G,Mumbai,55.72,14.66,-97.07,35.77,2026-05-23,33.310787,74.832434,79.77
TEST_013505,airtel,4G,Mumbai,22.3,5.76,-79.31,48.18,2026-03-16,27.238107,78.736948,61.29
TEST_013506,jio,5G,Mumbai,71.04,22.77,-83.32,44.98,2026-05-06,16.449109,84.377072,79.81
TEST_013508,jio,5G,Mumbai,95.18,19.86,-90.41,37.05,2026-04-21,14.93446,80.499372,90.84
TEST_013525,airtel,5G,Mumbai,72.77,22.24,-95.59,37.09,2026-05-02,28.89353,75.773426,84.93
TEST_013547,jio,4G,Mumbai,28.17,11.68,-83.61,36.21,2026-04-14,35.319281,89.78927,76.39
TEST_013553,airtel,4G,Mumbai,14.45,4.28,-81.42,35.43,2026-03-10,13.807768,95.216034,72.53
TEST_013557,airtel,4G,Mumbai,13.23,7.33,-66.67,46.47,2026-05-30,26.116171,75.945529,65.52
TEST_013564,jio,5G,Mumbai,65.29,17.08,-63.02,56.97,2026-04-01,32.341977,84.317963,74.24
TEST_013565,jio,4G,Mumbai,15.16,6.3,-92.02,38.4,2026-05-17,24.311006,80.549777,65.75
TEST_013567,jio,4G,Mumbai,26.32,7.23,-93.25,43.0,2026-04-24,26.953965,80.673479,62.86
TEST_013569,jio,5G,Mumbai,91.05,28.45,-93.33,48.55,2026-04-10,9.539677,78.42932,79.86
TEST_013586,jio,4G,Mumbai,19.99,9.24,-86.35,63.09,2026-03-26,18.356814,88.269329,50.23
TEST_013592,airtel,5G,Mumbai,64.73,39.34,-81.87,40.74,2026-05-09,32.297105,92.917605,89.32
TEST_013601,jio,5G,Mumbai,47.74,23.68,-88.29,45.23,2026-05-24,21.015063,68.954937,73.06
TEST_013621,airtel,4G,Mumbai,34.22,5.38,-84.12,80.97,2026-05-19,33.233171,86.749627,45.93
TEST_013628,vi,5G,Mumbai,43.74,8.48,-91.94,41.25,2026-04-06,33.571436,73.860288,69.51
TEST_013642,airtel,4G,Mumbai,28.68,3.33,-87.73,40.92,2026-04-07,8.991992,79.709095,66.06
TEST_013647,vi,5G,Mumbai,53.46,14.42,-106.34,39.57,2026-04-28,18.474267,72.383568,70.99
TEST_013648,jio,4G,Mumbai,16.05,5.09,-79.36,56.73,2026-05-28,27.459428,85.702203,53.61
TEST_013649,jio,4G,Mumbai,15.52,7.54,-83.99,44.07,2026-03-30,12.680837,68.158243,62.57
TEST_013650,jio,4G,Mumbai,32.73,9.33,-70.66,38.12,2026-05-30,12.548995,75.46063,78.25
TEST_013654,vi,5G,Mumbai,25.11,5.97,-72.98,50.35,2026-03-07,18.861009,90.450944,62.38
TEST_013683,vi,5G,Mumbai,44.1,20.32,-75.14,46.1,2026-04-15,11.531442,69.485611,74.61
TEST_013689,vi,5G,Mumbai,85.53,22.35,-94.53,43.43,2026-03-22,29.01294,73.046421,80.67
TEST_013691,airtel,5G,Mumbai,77.47,32.58,-73.46,42.4,2026-05-01,20.14212,72.457764,90.68
TEST_013694,airtel,4G,Mumbai,29.51,6.63,-96.77,45.36,2026-05-07,23.091964,82.311896,59.86
TEST_013717,vi,5G,Mumbai,51.34,11.19,-82.51,61.33,2026-05-10,19.019171,93.902906,60.08
TEST_013719,airtel,5G,Mumbai,81.88,33.1,-90.14,44.02,2026-03-04,14.410243,86.439762,84.63
TEST_013720,jio,5G,Mumbai,99.89,19.7,-72.99,39.46,2026-03-09,11.139944,72.196238,94.5
TEST_013728,vi,4G,Mumbai,24.02,5.69,-108.51,44.08,2026-05-14,9.516231,76.620622,55.61
TEST_013752,vi,4G,Mumbai,9.85,8.37,-84.39,40.49,2026-05-14,24.294892,83.674794,65.31
TEST_013762,vi,4G,Mumbai,15.05,9.33,-96.7,41.77,2026-04-27,8.935629,82.066496,61.27
TEST_013776,jio,4G,Mumbai,26.46,10.46,-88.86,35.44,2026-03-01,33.190904,74.871021,74.95
TEST_013780,jio,5G,Mumbai,106.88,14.0,-83.3,68.49,2026-05-22,27.585033,86.070824,69.9
TEST_013788,airtel,4G,Mumbai,31.38,3.22,-79.62,45.15,2026-04-28,15.959865,77.404513,64.96
TEST_013802,airtel,5G,Mumbai,83.02,26.85,-80.64,40.06,2026-04-24,8.209962,80.516503,90.07
TEST_013807,airtel,5G,Mumbai,56.7,13.08,-96.75,37.22,2026-03-17,13.586574,70.106063,77.46
TEST_013817,jio,5G,Mumbai,58.99,34.29,-78.43,43.36,2026-05-22,28.731851,88.89472,84.53
TEST_013827,vi,4G,Mumbai,20.24,2.34,-86.0,41.71,2026-04-02,19.316224,80.26983,63.52
TEST_013828,vi,4G,Mumbai,34.2,6.56,-78.42,56.85,2026-04-03,23.202947,68.109946,58.43
TEST_013837,jio,5G,Mumbai,100.32,10.67,-101.72,36.32,2026-04-10,12.716156,84.072881,85.9
TEST_013879,jio,4G,Mumbai,10.38,5.73,-86.91,62.94,2026-03-04,25.612618,78.609944,46.7
TEST_013898,vi,4G,Mumbai,14.3,4.09,-72.8,60.44,2026-03-17,27.42488,68.277677,52.96
TEST_013905,vi,5G,Mumbai,42.72,17.09,-71.55,53.56,2026-05-08,27.216567,85.218351,68.53
TEST_013917,vi,4G,Mumbai,18.41,4.21,-81.06,92.64,2026-04-11,27.35942,80.549009,39.97
TEST_013919,airtel,5G,Mumbai,71.74,15.47,-70.77,40.63,2026-05-28,22.031954,79.437721,86.05
TEST_013924,airtel,4G,Mumbai,16.65,8.82,-98.88,35.33,2026-05-17,14.261428,90.805585,69.0
TEST_013936,vi,5G,Mumbai,85.23,16.88,-82.56,46.89,2026-05-28,35.158927,68.365309,79.35
TEST_013946,airtel,4G,Mumbai,25.39,5.63,-70.32,45.45,2026-03-17,15.575843,81.530094,67.32
TEST_013949,vi,4G,Mumbai,28.59,8.18,-74.28,47.86,2026-05-15,8.437055,88.580175,65.51
TEST_013964,airtel,5G,Mumbai,59.94,19.2,-89.34,37.63,2026-03-19,15.846661,86.369357,82.31
TEST_013965,airtel,4G,Mumbai,23.65,4.55,-76.03,87.15,2026-04-22,27.113381,73.648991,44.26
TEST_013971,airtel,5G,Mumbai,83.36,26.7,-82.15,68.32,2026-03-04,27.923378,81.521908,69.73
TEST_013972,vi,4G,Mumbai,23.71,5.19,-120.0,41.48,2026-05-06,31.941901,95.539615,54.25
TEST_013973,jio,4G,Mumbai,32.29,10.22,-65.17,42.04,2026-05-25,9.056877,84.452791,75.65
TEST_013988,jio,4G,Mumbai,29.78,10.8,-84.06,41.15,2026-04-07,14.266829,95.59645,69.98
TEST_013989,jio,5G,Mumbai,65.89,24.79,-78.62,74.4,2026-05-22,9.696344,80.359699,63.99
TEST_013990,vi,5G,Mumbai,76.01,16.59,-69.52,40.0,2026-04-28,26.182501,75.124528,88.56
TEST_014006,airtel,4G,Mumbai,18.49,8.23,-73.25,47.7,2026-04-24,23.50308,79.805067,63.76
TEST_014007,vi,5G,Mumbai,37.15,22.19,-74.12,53.49,2026-04-08,32.229969,79.725035,68.33
TEST_014008,vi,5G,Mumbai,65.62,20.41,-78.79,41.13,2026-05-03,24.835243,91.466316,83.23
TEST_014023,airtel,5G,Mumbai,87.96,12.74,-89.96,46.36,2026-05-25,17.430968,72.467372,76.46
TEST_014046,jio,4G,Mumbai,11.54,9.98,-80.89,39.69,2026-03-02,8.197807,88.179031,68.38
TEST_014058,vi,4G,Mumbai,16.52,8.06,-72.26,42.09,2026-04-01,22.230253,81.467213,68.93
TEST_014069,airtel,5G,Mumbai,75.0,21.26,-93.18,44.48,2026-04-15,24.81831,92.335869,77.34
TEST_014077,jio,4G,Mumbai,26.85,8.11,-78.88,43.48,2026-04-24,28.60186,92.670056,67.59
TEST_014080,jio,4G,Mumbai,19.01,8.81,-101.56,42.88,2026-04-25,30.403802,90.936912,59.16
TEST_014084,airtel,5G,Mumbai,56.18,24.73,-81.36,35.52,2026-04-28,29.991782,84.342086,89.13
TEST_014102,airtel,5G,Mumbai,79.38,19.24,-108.2,48.24,2026-05-30,19.074625,86.428727,69.22
TEST_014112,airtel,5G,Mumbai,71.69,8.62,-60.01,49.42,2026-04-12,14.498097,76.656969,78.76
TEST_014118,jio,4G,Mumbai,26.61,12.06,-82.02,44.69,2026-05-25,32.027513,77.432914,66.74
TEST_014125,airtel,4G,Mumbai,35.48,6.58,-100.34,43.11,2026-05-01,27.022435,84.656121,62.19
TEST_014127,jio,4G,Mumbai,34.73,1.58,-63.66,36.22,2026-04-19,19.875203,92.970793,80.82
TEST_014159,jio,4G,Mumbai,39.3,5.37,-94.21,35.14,2026-04-13,30.840301,75.937094,74.64
TEST_014161,jio,5G,Mumbai,71.96,27.94,-64.31,35.54,2026-03-06,17.193347,73.700798,99.47
TEST_014170,jio,5G,Mumbai,88.75,24.81,-93.34,44.24,2026-04-19,19.015777,68.945402,81.87
TEST_014187,jio,5G,Mumbai,7.33,36.43,-72.77,42.56,2026-05-08,32.140764,88.36647,76.51
TEST_014196,vi,4G,Mumbai,26.2,5.91,-76.69,41.71,2026-03-22,12.054315,70.976698,69.25
TEST_014204,airtel,4G,Mumbai,22.33,8.44,-103.29,50.84,2026-04-21,11.343656,68.68341,52.19
TEST_014207,airtel,4G,Mumbai,13.9,5.72,-85.46,37.75,2026-03-11,14.467201,89.607252,68.3
TEST_014233,airtel,4G,Mumbai,31.4,7.37,-80.69,74.42,2026-05-21,32.191058,74.420831,49.29
TEST_014244,airtel,4G,Mumbai,9.26,10.28,-90.05,40.15,2026-05-30,19.664418,87.872613,64.38
TEST_014267,jio,5G,Mumbai,130.93,21.19,-68.34,47.66,2026-05-11,12.892292,90.561722,95.18
TEST_014271,jio,4G,Mumbai,23.85,9.61,-115.46,35.64,2026-03-13,10.034334,77.978623,64.9
TEST_014276,jio,4G,Mumbai,18.76,10.16,-95.25,52.31,2026-03-26,23.962068,85.891686,53.63
TEST_014333,vi,4G,Mumbai,21.08,7.86,-90.55,41.52,2026-04-12,21.98611,73.000206,64.4
TEST_014342,vi,4G,Mumbai,17.01,5.07,-90.3,38.26,2026-05-25,24.552159,92.144426,66.47
TEST_014358,jio,5G,Mumbai,127.42,21.28,-73.86,90.13,2026-03-27,13.222297,89.908722,73.43
TEST_014369,vi,5G,Mumbai,61.48,28.68,-87.84,63.82,2026-03-12,9.486501,72.110361,65.68
TEST_014389,vi,4G,Mumbai,22.24,3.03,-88.47,55.06,2026-04-09,11.677409,91.595424,52.24
TEST_014394,airtel,4G,Mumbai,25.09,5.46,-79.67,52.51,2026-03-05,10.660728,69.607648,58.39
TEST_014398,vi,5G,Mumbai,91.09,13.5,-65.12,75.02,2026-04-30,18.178917,89.337969,69.79
TEST_014405,airtel,5G,Mumbai,78.89,23.52,-88.45,54.44,2026-03-18,19.156347,71.959254,72.7
TEST_014411,airtel,5G,Mumbai,73.08,30.56,-72.98,46.93,2026-05-29,28.763782,78.401376,84.77
TEST_014413,jio,4G,Mumbai,32.42,4.49,-60.0,42.13,2026-03-15,26.193316,92.965501,75.22
TEST_014417,jio,4G,Mumbai,22.11,9.39,-107.13,40.95,2026-05-18,23.17285,77.104772,60.3
TEST_014421,airtel,4G,Mumbai,28.15,5.54,-62.33,66.0,2026-03-24,20.629137,82.921655,57.36
TEST_014424,vi,4G,Mumbai,16.21,6.47,-84.81,50.16,2026-04-16,26.727412,95.265054,56.78
TEST_014441,vi,5G,Mumbai,82.06,14.23,-62.69,52.99,2026-05-07,24.593003,72.459198,79.59
TEST_014450,airtel,4G,Mumbai,20.55,3.29,-80.26,37.46,2026-05-17,8.595329,74.887005,71.02
TEST_014455,jio,4G,Mumbai,30.62,9.43,-65.69,52.73,2026-03-06,24.38047,94.091372,65.57
TEST_014468,vi,5G,Mumbai,81.15,12.95,-93.73,38.85,2026-04-17,27.975258,87.411028,81.72
TEST_014470,vi,4G,Mumbai,9.03,5.61,-87.75,52.95,2026-04-30,21.445709,83.837832,51.87
TEST_014471,airtel,5G,Mumbai,97.45,12.86,-98.86,40.92,2026-03-20,16.931066,74.133726,81.13
TEST_014485,jio,4G,Mumbai,44.51,7.41,-70.47,47.99,2026-05-07,23.320127,85.65,69.94
TEST_014487,vi,5G,Mumbai,66.23,17.83,-80.8,80.03,2026-03-04,13.353035,81.809718,58.97
